date,heure_debut,heure_fin,gagnant,duree_sec,pct_virus_final,virus_elimines,virus_spawnes_total,cases_nettoyees_wbc,n_wbc,virus_speed,wbc_speed,virus_spawn_interval,virus_spawn_batch,virus_max,boid_separation_radius,boid_w_separation,boid_w_alignment,boid_w_cohesion,boid_w_hunt,boid_w_avoid_wall,virus_win_coverage_pct,wbc_win_time
2026-04-13,23:38:27,23:38:41,wbc,120.1,47.38,140,152,1502,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:38:41,23:38:54,wbc,120.1,41.11,139,152,1553,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:38:54,23:39:08,wbc,120.1,40.12,138,152,1404,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:39:08,23:39:22,wbc,120.1,47.00,136,152,1408,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:39:22,23:39:36,virus,116.3,50.03,133,148,1203,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:39:36,23:39:50,wbc,120.1,47.08,140,152,1561,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:39:50,23:40:04,wbc,120.1,44.95,138,152,1340,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:40:04,23:40:18,wbc,120.1,43.01,136,152,1607,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:40:18,23:40:32,wbc,120.1,43.62,132,152,1968,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:40:32,23:40:46,wbc,120.1,42.03,139,152,1774,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:40:46,23:41:00,wbc,120.1,45.21,137,152,1682,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:41:00,23:41:14,wbc,120.1,48.82,136,152,1469,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:41:14,23:41:29,wbc,120.1,47.18,138,152,1503,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:41:29,23:41:44,wbc,120.1,47.33,137,152,1330,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:41:44,23:41:58,wbc,120.1,45.17,141,152,1418,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:41:58,23:42:12,wbc,120.1,46.67,141,152,1512,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:42:12,23:42:26,wbc,120.1,46.28,144,152,1403,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:42:26,23:42:40,wbc,120.1,43.88,138,152,1495,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:42:40,23:42:54,wbc,120.1,45.58,134,152,1479,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:42:54,23:43:08,wbc,120.1,45.69,133,152,1345,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:43:08,23:43:22,wbc,120.1,46.47,133,152,1421,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
2026-04-13,23:43:22,23:43:36,wbc,120.1,47.08,140,152,1236,14,55.0,75.0,1.8,2,120,30.0,1.8,0.9,0.7,1.4,2.0,50.0,120.0
